\NEOWISESaturationBiasCorrection
\W1NEOWISEReactivation
|w1mpro,|,w1mcorr,|,w1lunc|,w1uunc|
|double,|,double|,double|,double|
|mag,|,mag,|,mag,|,mag,|
w1mpro,w1mcorr,w1lunc,w1uunc
7.874e+00,2.2293e-02,3.4798e-02,3.4066e-02
7.875e+00,2.2189e-02,3.4752e-02,3.4040e-02
7.876e+00,2.2085e-02,3.4705e-02,3.4014e-02
7.877e+00,2.1981e-02,3.4659e-02,3.3988e-02
7.878e+00,2.1877e-02,3.4612e-02,3.3963e-02
7.879e+00,2.1774e-02,3.4565e-02,3.3938e-02
7.880e+00,2.1670e-02,3.4518e-02,3.3913e-02
7.881e+00,2.1567e-02,3.4471e-02,3.3889e-02
7.882e+00,2.1464e-02,3.4424e-02,3.3865e-02
7.883e+00,2.1361e-02,3.4377e-02,3.3841e-02
7.884e+00,2.1258e-02,3.4330e-02,3.3818e-02
7.885e+00,2.1155e-02,3.4283e-02,3.3795e-02
7.886e+00,2.1052e-02,3.4236e-02,3.3773e-02
7.887e+00,2.0950e-02,3.4189e-02,3.3750e-02
7.888e+00,2.0848e-02,3.4142e-02,3.3729e-02
7.889e+00,2.0745e-02,3.4094e-02,3.3707e-02
7.890e+00,2.0643e-02,3.4047e-02,3.3686e-02
7.891e+00,2.0541e-02,3.4000e-02,3.3665e-02
7.892e+00,2.0440e-02,3.3954e-02,3.3645e-02
7.893e+00,2.0338e-02,3.3907e-02,3.3624e-02
7.894e+00,2.0237e-02,3.3860e-02,3.3605e-02
7.895e+00,2.0135e-02,3.3814e-02,3.3585e-02
7.896e+00,2.0034e-02,3.3767e-02,3.3566e-02
7.897e+00,1.9933e-02,3.3721e-02,3.3547e-02
7.898e+00,1.9833e-02,3.3675e-02,3.3529e-02
7.899e+00,1.9732e-02,3.3629e-02,3.3511e-02
7.900e+00,1.9632e-02,3.3584e-02,3.3493e-02
7.901e+00,1.9532e-02,3.3538e-02,3.3475e-02
7.902e+00,1.9432e-02,3.3493e-02,3.3458e-02
7.903e+00,1.9332e-02,3.3448e-02,3.3441e-02
7.904e+00,1.9232e-02,3.3404e-02,3.3425e-02
7.905e+00,1.9133e-02,3.3359e-02,3.3408e-02
7.906e+00,1.9034e-02,3.3315e-02,3.3392e-02
7.907e+00,1.8935e-02,3.3271e-02,3.3377e-02
7.908e+00,1.8836e-02,3.3228e-02,3.3362e-02
7.909e+00,1.8737e-02,3.3185e-02,3.3347e-02
7.910e+00,1.8639e-02,3.3142e-02,3.3332e-02
7.911e+00,1.8540e-02,3.3100e-02,3.3318e-02
7.912e+00,1.8442e-02,3.3058e-02,3.3304e-02
7.913e+00,1.8345e-02,3.3017e-02,3.3290e-02
7.914e+00,1.8247e-02,3.2976e-02,3.3276e-02
7.915e+00,1.8150e-02,3.2935e-02,3.3263e-02
7.916e+00,1.8053e-02,3.2895e-02,3.3250e-02
7.917e+00,1.7956e-02,3.2855e-02,3.3238e-02
7.918e+00,1.7859e-02,3.2816e-02,3.3225e-02
7.919e+00,1.7763e-02,3.2777e-02,3.3214e-02
7.920e+00,1.7666e-02,3.2739e-02,3.3202e-02
7.921e+00,1.7571e-02,3.2702e-02,3.3190e-02
7.922e+00,1.7475e-02,3.2665e-02,3.3179e-02
7.923e+00,1.7379e-02,3.2628e-02,3.3169e-02
7.924e+00,1.7284e-02,3.2592e-02,3.3158e-02
7.925e+00,1.7189e-02,3.2557e-02,3.3148e-02
7.926e+00,1.7094e-02,3.2522e-02,3.3138e-02
7.927e+00,1.7000e-02,3.2488e-02,3.3128e-02
7.928e+00,1.6906e-02,3.2455e-02,3.3119e-02
7.929e+00,1.6812e-02,3.2422e-02,3.3110e-02
7.930e+00,1.6718e-02,3.2390e-02,3.3101e-02
7.931e+00,1.6625e-02,3.2358e-02,3.3092e-02
7.932e+00,1.6532e-02,3.2328e-02,3.3084e-02
7.933e+00,1.6439e-02,3.2298e-02,3.3076e-02
7.934e+00,1.6346e-02,3.2269e-02,3.3068e-02
7.935e+00,1.6254e-02,3.2240e-02,3.3061e-02
7.936e+00,1.6162e-02,3.2212e-02,3.3053e-02
7.937e+00,1.6070e-02,3.2185e-02,3.3046e-02
7.938e+00,1.5978e-02,3.2159e-02,3.3040e-02
7.939e+00,1.5887e-02,3.2134e-02,3.3033e-02
7.940e+00,1.5796e-02,3.2109e-02,3.3027e-02
7.941e+00,1.5706e-02,3.2086e-02,3.3021e-02
7.942e+00,1.5615e-02,3.2063e-02,3.3016e-02
7.943e+00,1.5525e-02,3.2041e-02,3.3010e-02
7.944e+00,1.5436e-02,3.2020e-02,3.3005e-02
7.945e+00,1.5346e-02,3.2000e-02,3.3000e-02
7.946e+00,1.5257e-02,3.1981e-02,3.2995e-02
7.947e+00,1.5168e-02,3.1963e-02,3.2991e-02
7.948e+00,1.5080e-02,3.1945e-02,3.2987e-02
7.949e+00,1.4992e-02,3.1929e-02,3.2983e-02
7.950e+00,1.4904e-02,3.1913e-02,3.2979e-02
7.951e+00,1.4816e-02,3.1898e-02,3.2976e-02
7.952e+00,1.4729e-02,3.1884e-02,3.2972e-02
7.953e+00,1.4642e-02,3.1871e-02,3.2969e-02
7.954e+00,1.4556e-02,3.1859e-02,3.2966e-02
7.955e+00,1.4470e-02,3.1847e-02,3.2964e-02
7.956e+00,1.4384e-02,3.1836e-02,3.2961e-02
7.957e+00,1.4298e-02,3.1826e-02,3.2959e-02
7.958e+00,1.4213e-02,3.1817e-02,3.2957e-02
7.959e+00,1.4128e-02,3.1808e-02,3.2955e-02
7.960e+00,1.4043e-02,3.1800e-02,3.2954e-02
7.961e+00,1.3959e-02,3.1793e-02,3.2952e-02
7.962e+00,1.3875e-02,3.1786e-02,3.2951e-02
7.963e+00,1.3792e-02,3.1780e-02,3.2950e-02
7.964e+00,1.3709e-02,3.1775e-02,3.2949e-02
7.965e+00,1.3626e-02,3.1770e-02,3.2948e-02
7.966e+00,1.3543e-02,3.1766e-02,3.2947e-02
7.967e+00,1.3461e-02,3.1763e-02,3.2947e-02
7.968e+00,1.3380e-02,3.1760e-02,3.2946e-02
7.969e+00,1.3298e-02,3.1758e-02,3.2946e-02
7.970e+00,1.3217e-02,3.1756e-02,3.2946e-02
7.971e+00,1.3137e-02,3.1755e-02,3.2946e-02
7.972e+00,1.3056e-02,3.1754e-02,3.2946e-02
7.973e+00,1.2976e-02,3.1753e-02,3.2947e-02
7.974e+00,1.2897e-02,3.1754e-02,3.2947e-02
7.975e+00,1.2818e-02,3.1754e-02,3.2948e-02
7.976e+00,1.2739e-02,3.1755e-02,3.2948e-02
7.977e+00,1.2660e-02,3.1757e-02,3.2949e-02
7.978e+00,1.2582e-02,3.1759e-02,3.2950e-02
7.979e+00,1.2505e-02,3.1761e-02,3.2951e-02
7.980e+00,1.2428e-02,3.1764e-02,3.2952e-02
7.981e+00,1.2351e-02,3.1767e-02,3.2953e-02
7.982e+00,1.2274e-02,3.1771e-02,3.2954e-02
7.983e+00,1.2198e-02,3.1774e-02,3.2956e-02
7.984e+00,1.2122e-02,3.1778e-02,3.2957e-02
7.985e+00,1.2047e-02,3.1783e-02,3.2959e-02
7.986e+00,1.1972e-02,3.1788e-02,3.2960e-02
7.987e+00,1.1898e-02,3.1793e-02,3.2962e-02
7.988e+00,1.1824e-02,3.1798e-02,3.2963e-02
7.989e+00,1.1750e-02,3.1803e-02,3.2965e-02
7.990e+00,1.1677e-02,3.1809e-02,3.2967e-02
7.991e+00,1.1604e-02,3.1815e-02,3.2968e-02
7.992e+00,1.1531e-02,3.1821e-02,3.2970e-02
7.993e+00,1.1459e-02,3.1827e-02,3.2972e-02
7.994e+00,1.1388e-02,3.1833e-02,3.2974e-02
7.995e+00,1.1317e-02,3.1840e-02,3.2976e-02
7.996e+00,1.1246e-02,3.1847e-02,3.2978e-02
7.997e+00,1.1176e-02,3.1854e-02,3.2980e-02
7.998e+00,1.1106e-02,3.1860e-02,3.2982e-02
7.999e+00,1.1036e-02,3.1867e-02,3.2984e-02
8.000e+00,1.0967e-02,3.1874e-02,3.2986e-02
8.001e+00,1.0899e-02,3.1882e-02,3.2988e-02
8.002e+00,1.0830e-02,3.1889e-02,3.2989e-02
8.003e+00,1.0763e-02,3.1896e-02,3.2991e-02
8.004e+00,1.0695e-02,3.1903e-02,3.2993e-02
8.005e+00,1.0629e-02,3.1910e-02,3.2995e-02
8.006e+00,1.0562e-02,3.1917e-02,3.2997e-02
8.007e+00,1.0496e-02,3.1924e-02,3.2999e-02
8.008e+00,1.0431e-02,3.1931e-02,3.3001e-02
8.009e+00,1.0366e-02,3.1938e-02,3.3002e-02
8.010e+00,1.0301e-02,3.1945e-02,3.3004e-02
8.011e+00,1.0237e-02,3.1952e-02,3.3006e-02
8.012e+00,1.0173e-02,3.1958e-02,3.3007e-02
8.013e+00,1.0110e-02,3.1965e-02,3.3009e-02
8.014e+00,1.0047e-02,3.1971e-02,3.3010e-02
8.015e+00,9.9851e-03,3.1977e-02,3.3012e-02
8.016e+00,9.9233e-03,3.1983e-02,3.3013e-02
8.017e+00,9.8620e-03,3.1989e-02,3.3015e-02
8.018e+00,9.8012e-03,3.1994e-02,3.3016e-02
8.019e+00,9.7408e-03,3.1999e-02,3.3017e-02
8.020e+00,9.6809e-03,3.2004e-02,3.3018e-02
8.021e+00,9.6215e-03,3.2009e-02,3.3019e-02
8.022e+00,9.5626e-03,3.2013e-02,3.3020e-02
8.023e+00,9.5042e-03,3.2018e-02,3.3020e-02
8.024e+00,9.4462e-03,3.2021e-02,3.3021e-02
8.025e+00,9.3887e-03,3.2025e-02,3.3021e-02
8.026e+00,9.3318e-03,3.2028e-02,3.3022e-02
8.027e+00,9.2753e-03,3.2031e-02,3.3022e-02
8.028e+00,9.2193e-03,3.2033e-02,3.3022e-02
8.029e+00,9.1639e-03,3.2035e-02,3.3022e-02
8.030e+00,9.1089e-03,3.2037e-02,3.3022e-02
8.031e+00,9.0544e-03,3.2038e-02,3.3022e-02
8.032e+00,9.0005e-03,3.2039e-02,3.3021e-02
8.033e+00,8.9470e-03,3.2039e-02,3.3021e-02
8.034e+00,8.8941e-03,3.2039e-02,3.3020e-02
8.035e+00,8.8417e-03,3.2038e-02,3.3019e-02
8.036e+00,8.7898e-03,3.2037e-02,3.3018e-02
8.037e+00,8.7384e-03,3.2035e-02,3.3017e-02
8.038e+00,8.6875e-03,3.2033e-02,3.3015e-02
8.039e+00,8.6372e-03,3.2030e-02,3.3014e-02
8.040e+00,8.5874e-03,3.2026e-02,3.3012e-02
8.041e+00,8.5381e-03,3.2022e-02,3.3010e-02
8.042e+00,8.4894e-03,3.2018e-02,3.3008e-02
8.043e+00,8.4411e-03,3.2012e-02,3.3005e-02
8.044e+00,8.3934e-03,3.2007e-02,3.3003e-02
8.045e+00,8.3463e-03,3.2000e-02,3.3000e-02
8.046e+00,8.2997e-03,3.1993e-02,3.2997e-02
8.047e+00,8.2536e-03,3.1985e-02,3.2994e-02
8.048e+00,8.2081e-03,3.1976e-02,3.2990e-02
8.049e+00,8.1630e-03,3.1967e-02,3.2987e-02
8.050e+00,8.1185e-03,3.1958e-02,3.2983e-02
8.051e+00,8.0745e-03,3.1947e-02,3.2979e-02
8.052e+00,8.0310e-03,3.1936e-02,3.2975e-02
8.053e+00,7.9880e-03,3.1925e-02,3.2971e-02
8.054e+00,7.9455e-03,3.1913e-02,3.2967e-02
8.055e+00,7.9035e-03,3.1900e-02,3.2962e-02
8.056e+00,7.8619e-03,3.1887e-02,3.2958e-02
8.057e+00,7.8209e-03,3.1873e-02,3.2953e-02
8.058e+00,7.7803e-03,3.1859e-02,3.2948e-02
8.059e+00,7.7401e-03,3.1844e-02,3.2943e-02
8.060e+00,7.7004e-03,3.1829e-02,3.2938e-02
8.061e+00,7.6612e-03,3.1813e-02,3.2933e-02
8.062e+00,7.6224e-03,3.1797e-02,3.2928e-02
8.063e+00,7.5840e-03,3.1780e-02,3.2922e-02
8.064e+00,7.5461e-03,3.1763e-02,3.2917e-02
8.065e+00,7.5086e-03,3.1746e-02,3.2911e-02
8.066e+00,7.4715e-03,3.1728e-02,3.2906e-02
8.067e+00,7.4348e-03,3.1709e-02,3.2900e-02
8.068e+00,7.3986e-03,3.1691e-02,3.2895e-02
8.069e+00,7.3627e-03,3.1671e-02,3.2889e-02
8.070e+00,7.3272e-03,3.1652e-02,3.2884e-02
8.071e+00,7.2921e-03,3.1632e-02,3.2878e-02
8.072e+00,7.2574e-03,3.1612e-02,3.2872e-02
8.073e+00,7.2231e-03,3.1591e-02,3.2867e-02
8.074e+00,7.1891e-03,3.1570e-02,3.2861e-02
8.075e+00,7.1556e-03,3.1549e-02,3.2856e-02
8.076e+00,7.1223e-03,3.1527e-02,3.2850e-02
8.077e+00,7.0894e-03,3.1505e-02,3.2845e-02
8.078e+00,7.0569e-03,3.1483e-02,3.2839e-02
8.079e+00,7.0247e-03,3.1461e-02,3.2834e-02
8.080e+00,6.9928e-03,3.1438e-02,3.2828e-02
8.081e+00,6.9613e-03,3.1415e-02,3.2823e-02
8.082e+00,6.9301e-03,3.1392e-02,3.2818e-02
8.083e+00,6.8992e-03,3.1369e-02,3.2813e-02
8.084e+00,6.8686e-03,3.1345e-02,3.2808e-02
8.085e+00,6.8383e-03,3.1322e-02,3.2803e-02
8.086e+00,6.8083e-03,3.1298e-02,3.2798e-02
8.087e+00,6.7786e-03,3.1274e-02,3.2793e-02
8.088e+00,6.7492e-03,3.1249e-02,3.2789e-02
8.089e+00,6.7200e-03,3.1225e-02,3.2784e-02
8.090e+00,6.6912e-03,3.1200e-02,3.2780e-02
8.091e+00,6.6626e-03,3.1176e-02,3.2776e-02
8.092e+00,6.6342e-03,3.1151e-02,3.2772e-02
8.093e+00,6.6062e-03,3.1126e-02,3.2768e-02
8.094e+00,6.5783e-03,3.1101e-02,3.2765e-02
8.095e+00,6.5507e-03,3.1076e-02,3.2761e-02
8.096e+00,6.5234e-03,3.1051e-02,3.2758e-02
8.097e+00,6.4963e-03,3.1026e-02,3.2755e-02
8.098e+00,6.4694e-03,3.1001e-02,3.2752e-02
8.099e+00,6.4427e-03,3.0976e-02,3.2749e-02
8.100e+00,6.4162e-03,3.0950e-02,3.2747e-02
8.101e+00,6.3899e-03,3.0925e-02,3.2745e-02
8.102e+00,6.3639e-03,3.0900e-02,3.2743e-02
8.103e+00,6.3380e-03,3.0875e-02,3.2741e-02
8.104e+00,6.3123e-03,3.0850e-02,3.2740e-02
8.105e+00,6.2868e-03,3.0825e-02,3.2739e-02
8.106e+00,6.2615e-03,3.0800e-02,3.2738e-02
8.107e+00,6.2364e-03,3.0775e-02,3.2737e-02
8.108e+00,6.2114e-03,3.0750e-02,3.2737e-02
8.109e+00,6.1865e-03,3.0725e-02,3.2737e-02
8.110e+00,6.1618e-03,3.0700e-02,3.2737e-02
8.111e+00,6.1373e-03,3.0676e-02,3.2738e-02
8.112e+00,6.1129e-03,3.0651e-02,3.2739e-02
8.113e+00,6.0887e-03,3.0627e-02,3.2740e-02
8.114e+00,6.0645e-03,3.0603e-02,3.2741e-02
8.115e+00,6.0405e-03,3.0579e-02,3.2743e-02
8.116e+00,6.0166e-03,3.0555e-02,3.2746e-02
8.117e+00,5.9928e-03,3.0532e-02,3.2748e-02
8.118e+00,5.9691e-03,3.0508e-02,3.2751e-02
8.119e+00,5.9455e-03,3.0485e-02,3.2754e-02
8.120e+00,5.9220e-03,3.0462e-02,3.2758e-02
8.121e+00,5.8986e-03,3.0440e-02,3.2762e-02
8.122e+00,5.8753e-03,3.0417e-02,3.2767e-02
8.123e+00,5.8520e-03,3.0395e-02,3.2772e-02
8.124e+00,5.8288e-03,3.0373e-02,3.2777e-02
8.125e+00,5.8057e-03,3.0352e-02,3.2783e-02
8.126e+00,5.7826e-03,3.0331e-02,3.2789e-02
8.127e+00,5.7596e-03,3.0310e-02,3.2796e-02
8.128e+00,5.7366e-03,3.0289e-02,3.2803e-02
8.129e+00,5.7136e-03,3.0269e-02,3.2811e-02
8.130e+00,5.6907e-03,3.0249e-02,3.2819e-02
8.131e+00,5.6678e-03,3.0229e-02,3.2827e-02
8.132e+00,5.6449e-03,3.0210e-02,3.2836e-02
8.133e+00,5.6220e-03,3.0191e-02,3.2845e-02
8.134e+00,5.5992e-03,3.0173e-02,3.2855e-02
8.135e+00,5.5763e-03,3.0155e-02,3.2866e-02
8.136e+00,5.5534e-03,3.0137e-02,3.2877e-02
8.137e+00,5.5305e-03,3.0120e-02,3.2888e-02
8.138e+00,5.5076e-03,3.0103e-02,3.2900e-02
8.139e+00,5.4847e-03,3.0087e-02,3.2913e-02
8.140e+00,5.4618e-03,3.0071e-02,3.2926e-02
8.141e+00,5.4388e-03,3.0056e-02,3.2940e-02
8.142e+00,5.4157e-03,3.0041e-02,3.2954e-02
8.143e+00,5.3926e-03,3.0027e-02,3.2969e-02
8.144e+00,5.3695e-03,3.0013e-02,3.2984e-02
8.145e+00,5.3463e-03,3.0000e-02,3.3000e-02
8.146e+00,5.3230e-03,2.9987e-02,3.3017e-02
8.147e+00,5.2997e-03,2.9975e-02,3.3034e-02
8.148e+00,5.2763e-03,2.9964e-02,3.3051e-02
8.149e+00,5.2529e-03,2.9952e-02,3.3070e-02
8.150e+00,5.2294e-03,2.9942e-02,3.3088e-02
8.151e+00,5.2058e-03,2.9932e-02,3.3108e-02
8.152e+00,5.1822e-03,2.9922e-02,3.3127e-02
8.153e+00,5.1586e-03,2.9913e-02,3.3148e-02
8.154e+00,5.1350e-03,2.9905e-02,3.3168e-02
8.155e+00,5.1113e-03,2.9896e-02,3.3189e-02
8.156e+00,5.0876e-03,2.9889e-02,3.3211e-02
8.157e+00,5.0638e-03,2.9881e-02,3.3233e-02
8.158e+00,5.0400e-03,2.9875e-02,3.3255e-02
8.159e+00,5.0163e-03,2.9868e-02,3.3278e-02
8.160e+00,4.9925e-03,2.9862e-02,3.3301e-02
8.161e+00,4.9687e-03,2.9857e-02,3.3325e-02
8.162e+00,4.9449e-03,2.9852e-02,3.3349e-02
8.163e+00,4.9211e-03,2.9847e-02,3.3373e-02
8.164e+00,4.8973e-03,2.9843e-02,3.3398e-02
8.165e+00,4.8735e-03,2.9839e-02,3.3423e-02
8.166e+00,4.8497e-03,2.9835e-02,3.3448e-02
8.167e+00,4.8260e-03,2.9832e-02,3.3473e-02
8.168e+00,4.8022e-03,2.9829e-02,3.3499e-02
8.169e+00,4.7785e-03,2.9827e-02,3.3525e-02
8.170e+00,4.7548e-03,2.9824e-02,3.3551e-02
8.171e+00,4.7312e-03,2.9823e-02,3.3577e-02
8.172e+00,4.7075e-03,2.9821e-02,3.3603e-02
8.173e+00,4.6840e-03,2.9820e-02,3.3630e-02
8.174e+00,4.6604e-03,2.9819e-02,3.3657e-02
8.175e+00,4.6369e-03,2.9818e-02,3.3684e-02
8.176e+00,4.6135e-03,2.9818e-02,3.3711e-02
8.177e+00,4.5901e-03,2.9818e-02,3.3738e-02
8.178e+00,4.5668e-03,2.9818e-02,3.3765e-02
8.179e+00,4.5435e-03,2.9819e-02,3.3793e-02
8.180e+00,4.5203e-03,2.9819e-02,3.3820e-02
8.181e+00,4.4972e-03,2.9820e-02,3.3848e-02
8.182e+00,4.4742e-03,2.9822e-02,3.3875e-02
8.183e+00,4.4512e-03,2.9823e-02,3.3903e-02
8.184e+00,4.4283e-03,2.9825e-02,3.3930e-02
8.185e+00,4.4055e-03,2.9827e-02,3.3958e-02
8.186e+00,4.3828e-03,2.9829e-02,3.3985e-02
8.187e+00,4.3602e-03,2.9831e-02,3.4013e-02
8.188e+00,4.3377e-03,2.9834e-02,3.4040e-02
8.189e+00,4.3153e-03,2.9836e-02,3.4068e-02
8.190e+00,4.2930e-03,2.9839e-02,3.4095e-02
8.191e+00,4.2708e-03,2.9842e-02,3.4122e-02
8.192e+00,4.2487e-03,2.9845e-02,3.4149e-02
8.193e+00,4.2267e-03,2.9848e-02,3.4176e-02
8.194e+00,4.2049e-03,2.9852e-02,3.4203e-02
8.195e+00,4.1832e-03,2.9855e-02,3.4229e-02
8.196e+00,4.1616e-03,2.9859e-02,3.4255e-02
8.197e+00,4.1402e-03,2.9863e-02,3.4282e-02
8.198e+00,4.1189e-03,2.9866e-02,3.4308e-02
8.199e+00,4.0977e-03,2.9870e-02,3.4333e-02
8.200e+00,4.0767e-03,2.9874e-02,3.4359e-02
8.201e+00,4.0558e-03,2.9878e-02,3.4384e-02
8.202e+00,4.0351e-03,2.9883e-02,3.4409e-02
8.203e+00,4.0145e-03,2.9887e-02,3.4434e-02
8.204e+00,3.9942e-03,2.9891e-02,3.4458e-02
8.205e+00,3.9739e-03,2.9895e-02,3.4482e-02
8.206e+00,3.9539e-03,2.9900e-02,3.4506e-02
8.207e+00,3.9340e-03,2.9904e-02,3.4529e-02
8.208e+00,3.9143e-03,2.9908e-02,3.4552e-02
8.209e+00,3.8948e-03,2.9913e-02,3.4575e-02
8.210e+00,3.8754e-03,2.9917e-02,3.4597e-02
8.211e+00,3.8563e-03,2.9921e-02,3.4618e-02
8.212e+00,3.8373e-03,2.9926e-02,3.4640e-02
8.213e+00,3.8186e-03,2.9930e-02,3.4661e-02
8.214e+00,3.8000e-03,2.9934e-02,3.4681e-02
8.215e+00,3.7817e-03,2.9939e-02,3.4701e-02
8.216e+00,3.7635e-03,2.9943e-02,3.4720e-02
8.217e+00,3.7456e-03,2.9947e-02,3.4739e-02
8.218e+00,3.7279e-03,2.9951e-02,3.4758e-02
8.219e+00,3.7104e-03,2.9955e-02,3.4776e-02
8.220e+00,3.6931e-03,2.9959e-02,3.4793e-02
8.221e+00,3.6761e-03,2.9962e-02,3.4810e-02
8.222e+00,3.6593e-03,2.9966e-02,3.4826e-02
8.223e+00,3.6427e-03,2.9969e-02,3.4841e-02
8.224e+00,3.6264e-03,2.9973e-02,3.4856e-02
8.225e+00,3.6103e-03,2.9976e-02,3.4871e-02
8.226e+00,3.5945e-03,2.9979e-02,3.4884e-02
8.227e+00,3.5789e-03,2.9982e-02,3.4897e-02
8.228e+00,3.5636e-03,2.9985e-02,3.4910e-02
8.229e+00,3.5485e-03,2.9988e-02,3.4921e-02
8.230e+00,3.5338e-03,2.9990e-02,3.4932e-02
8.231e+00,3.5192e-03,2.9992e-02,3.4942e-02
8.232e+00,3.5050e-03,2.9994e-02,3.4952e-02
8.233e+00,3.4910e-03,2.9996e-02,3.4961e-02
8.234e+00,3.4773e-03,2.9998e-02,3.4968e-02
8.235e+00,3.4639e-03,2.9999e-02,3.4976e-02
8.236e+00,3.4508e-03,3.0001e-02,3.4982e-02
8.237e+00,3.4379e-03,3.0002e-02,3.4987e-02
8.238e+00,3.4254e-03,3.0002e-02,3.4992e-02
8.239e+00,3.4132e-03,3.0003e-02,3.4996e-02
8.240e+00,3.4012e-03,3.0003e-02,3.4999e-02
8.241e+00,3.3896e-03,3.0003e-02,3.5001e-02
8.242e+00,3.3783e-03,3.0003e-02,3.5002e-02
8.243e+00,3.3673e-03,3.0002e-02,3.5002e-02
8.244e+00,3.3566e-03,3.0001e-02,3.5002e-02
8.245e+00,3.3463e-03,3.0000e-02,3.5000e-02
8.246e+00,3.3363e-03,2.9998e-02,3.4997e-02
8.247e+00,3.3266e-03,2.9997e-02,3.4994e-02
8.248e+00,3.3172e-03,2.9995e-02,3.4989e-02
8.249e+00,3.3081e-03,2.9992e-02,3.4984e-02
8.250e+00,3.2994e-03,2.9989e-02,3.4978e-02
8.251e+00,3.2910e-03,2.9986e-02,3.4971e-02
8.252e+00,3.2828e-03,2.9983e-02,3.4963e-02
8.253e+00,3.2750e-03,2.9979e-02,3.4954e-02
8.254e+00,3.2675e-03,2.9976e-02,3.4945e-02
8.255e+00,3.2602e-03,2.9971e-02,3.4934e-02
8.256e+00,3.2533e-03,2.9967e-02,3.4923e-02
8.257e+00,3.2466e-03,2.9962e-02,3.4911e-02
8.258e+00,3.2402e-03,2.9957e-02,3.4898e-02
8.259e+00,3.2341e-03,2.9952e-02,3.4885e-02
8.260e+00,3.2283e-03,2.9947e-02,3.4871e-02
8.261e+00,3.2228e-03,2.9941e-02,3.4856e-02
8.262e+00,3.2175e-03,2.9935e-02,3.4841e-02
8.263e+00,3.2125e-03,2.9929e-02,3.4825e-02
8.264e+00,3.2077e-03,2.9922e-02,3.4808e-02
8.265e+00,3.2032e-03,2.9916e-02,3.4790e-02
8.266e+00,3.1990e-03,2.9909e-02,3.4772e-02
8.267e+00,3.1950e-03,2.9902e-02,3.4754e-02
8.268e+00,3.1912e-03,2.9894e-02,3.4735e-02
8.269e+00,3.1877e-03,2.9887e-02,3.4715e-02
8.270e+00,3.1844e-03,2.9879e-02,3.4695e-02
8.271e+00,3.1814e-03,2.9871e-02,3.4674e-02
8.272e+00,3.1786e-03,2.9863e-02,3.4653e-02
8.273e+00,3.1760e-03,2.9854e-02,3.4632e-02
8.274e+00,3.1737e-03,2.9846e-02,3.4609e-02
8.275e+00,3.1715e-03,2.9837e-02,3.4587e-02
8.276e+00,3.1696e-03,2.9828e-02,3.4564e-02
8.277e+00,3.1679e-03,2.9819e-02,3.4541e-02
8.278e+00,3.1664e-03,2.9810e-02,3.4517e-02
8.279e+00,3.1651e-03,2.9800e-02,3.4493e-02
8.280e+00,3.1640e-03,2.9790e-02,3.4468e-02
8.281e+00,3.1631e-03,2.9781e-02,3.4444e-02
8.282e+00,3.1624e-03,2.9771e-02,3.4418e-02
8.283e+00,3.1619e-03,2.9760e-02,3.4393e-02
8.284e+00,3.1616e-03,2.9750e-02,3.4367e-02
8.285e+00,3.1615e-03,2.9740e-02,3.4341e-02
8.286e+00,3.1615e-03,2.9729e-02,3.4315e-02
8.287e+00,3.1617e-03,2.9718e-02,3.4289e-02
8.288e+00,3.1621e-03,2.9707e-02,3.4262e-02
8.289e+00,3.1626e-03,2.9696e-02,3.4236e-02
8.290e+00,3.1634e-03,2.9685e-02,3.4209e-02
8.291e+00,3.1642e-03,2.9674e-02,3.4182e-02
8.292e+00,3.1653e-03,2.9663e-02,3.4154e-02
8.293e+00,3.1665e-03,2.9651e-02,3.4127e-02
8.294e+00,3.1678e-03,2.9640e-02,3.4100e-02
8.295e+00,3.1693e-03,2.9628e-02,3.4072e-02
8.296e+00,3.1709e-03,2.9616e-02,3.4045e-02
8.297e+00,3.1727e-03,2.9604e-02,3.4017e-02
8.298e+00,3.1746e-03,2.9592e-02,3.3990e-02
8.299e+00,3.1766e-03,2.9580e-02,3.3962e-02
8.300e+00,3.1787e-03,2.9568e-02,3.3934e-02
8.301e+00,3.1810e-03,2.9556e-02,3.3907e-02
8.302e+00,3.1834e-03,2.9543e-02,3.3879e-02
8.303e+00,3.1859e-03,2.9531e-02,3.3852e-02
8.304e+00,3.1885e-03,2.9518e-02,3.3825e-02
8.305e+00,3.1913e-03,2.9506e-02,3.3797e-02
8.306e+00,3.1941e-03,2.9493e-02,3.3770e-02
8.307e+00,3.1970e-03,2.9481e-02,3.3743e-02
8.308e+00,3.2001e-03,2.9468e-02,3.3716e-02
8.309e+00,3.2032e-03,2.9455e-02,3.3690e-02
8.310e+00,3.2064e-03,2.9442e-02,3.3663e-02
8.311e+00,3.2097e-03,2.9429e-02,3.3637e-02
8.312e+00,3.2131e-03,2.9417e-02,3.3611e-02
8.313e+00,3.2165e-03,2.9404e-02,3.3585e-02
8.314e+00,3.2201e-03,2.9391e-02,3.3560e-02
8.315e+00,3.2237e-03,2.9378e-02,3.3535e-02
8.316e+00,3.2273e-03,2.9365e-02,3.3510e-02
8.317e+00,3.2311e-03,2.9352e-02,3.3485e-02
8.318e+00,3.2349e-03,2.9339e-02,3.3461e-02
8.319e+00,3.2387e-03,2.9326e-02,3.3437e-02
8.320e+00,3.2426e-03,2.9313e-02,3.3413e-02
